Word	AdjectiveOrderID	ComparisonType	Quantifier	IsQualitative	IsClassifying	CommonlyPrecededWithAnd	WorksInAttributivePosition	WorksInPredicativePosition	HasDiminutiveSuffix	IsProper	Compliments	MustUseMoreMost	AdjectiveIntensifierID	howCommon	commonRank	baseForm
winning	-1	Absolute	--	false	false	null	null	false	false	false		null	-1	0.00443	2398	win
aculeate	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	culeate
beerier	-1	Comparative	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	beery
Amarna	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	marna
anticommutative	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	mmutat
incredible	-1	Absolute	--	true	false	null	true	true	false	false		false	-1	0.001306	6110	credible
antiempirical	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	empirice
baleless	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	balel
airbrasive	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	bras
atomism	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	3.2E-5	53005	tom
atavistic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	4.5E-5	44660	tavist
arabesque	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	3.4E-5	51485	rabesque
bass	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	0.001989	4491	bass
renewed	-1	Absolute	--	false	false	null	null	false	false	false		null	-1	0.001694	5064	new
Bathonian	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	bathonian
healthy	-1	Absolute	--	true	true	null	true	true	false	false		false	-1	0.003776	2740	healthy
actionable	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	9.2E-5	31553	act
ascendible	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	cendible
base	-1	Absolute	--	true	false	null	true	true	false	false		false	-1	0.009629	1114	base
acidulous	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	cidul
arctic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	9.15E-4	7796	arx
areostyle	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	ostyle
additory	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	dditory
adaxial	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	daxi
whole	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	0.031417	287	whole
aoristic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	orist
allochthonous	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	chthon
barwise	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	barwise
reliable	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	0.002366	3942	reli
anticorrosive	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	rros
adust	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	dust
lost	-1	Absolute	--	false	false	null	null	false	false	false		null	-1	0.020434	484	lost
anthophyllitic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	thophyllite
bodily	-1	Absolute	--	false	true	null	true	false	false	false		false	-1	9.83E-4	7433	bodi
allegeable	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	llege
barrel-vaulted	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	barrel-vault
preliminary	-1	Absolute	--	true	false	null	true	true	false	false		false	-1	0.001876	4697	liminary
azure	7	Absolute	--	false	false	null	true	true	false	false		false	-1	1.1E-4	28476	zure
acidimetrical	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	cidimetrice
still	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	0.078674	120	still
anticivilian	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	civilian
acholic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	chole
accelerable	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	ccel
alsinaceous	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	lsinace
beastly	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	1.35E-4	25534	beast
balladic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	ballade
exceptional	-1	Absolute	--	false	true	null	true	true	false	false		false	4	0.001836	4776	exception
ampliate	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	mpliate
appellant	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	4.95E-4	11747	ppella
amusive	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	mus
amphictyonic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	mphictyone
all-round	-1	Absolute	--	false	true	null	true	false	false	false		false	-1	-1.0	-1	round
agelong	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	gelong
anchorable	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	nch
beamy	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	beamy
bawdy	-1	Absolute	--	true	false	null	true	true	false	false		false	-1	8.0E-5	33709	bawdy
accipitral	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	ccipitr
alluring	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	1.01E-4	29962	llur
continental	-1	Absolute	--	true	true	null	true	true	false	false		false	-1	0.001963	4534	ntinent
berberidaceous	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	berberidace
internal	-1	Absolute	--	false	true	null	true	true	false	false		false	2	0.007072	1525	tern
acropetal	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	pete
literary	-1	Absolute	--	true	true	null	true	true	false	false		true	-1	0.003562	2886	literary
secret	-1	Absolute	--	true	true	null	true	true	false	false		true	-1	0.006066	1787	secret
bardic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	2.5E-5	58618	bard
specified	-1	Absolute	--	false	false	null	null	false	false	false		null	-1	0.00343	2970	specify
armipotent	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	rmipotent
antagonistic	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	1.68E-4	22574	tagonist
accosted	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	6.0E-5	39013	ccost
all-around	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	ll-around
baggiest	-1	Superlative	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	baggy
basifixed	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	basifix
almondlike	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	lmond
anelastic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	elast
federal	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	0.004032	2595	federe
anticonstitution	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	nstitu
loud	-1	Absolute	--	true	false	null	true	true	false	false		false	2	0.002607	3662	loud
middle-class	-1	Absolute	--	true	false	null	true	true	false	false		false	-1	-1.0	-1	dle-class
barry-wavy	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	wavy
antiliberalist	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	liberalist
aged	-1	Absolute	--	true	true	null	true	true	false	false		true	-1	0.004948	2150	ag
agee	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	gee
antidotical	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	dotice
allogenic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	gene
archiblastic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	rchiblast
beauish	-1	Absolute	--	null	null	null	null	null	true	false		null	-1	-1.0	-1	beau
adsorbent	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	1.3E-5	77766	dsorbent
Aaronitic	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	aronite
all-in	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	in
Benue-Congo	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	benue-congo
antiskidding	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	skid
antisuffrage	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	suffrage
apogeotropic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	pogeotrope
beachy	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	5.6E-5	40517	beachy
apposable	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	ppos
atelectatic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	telectate
basophil	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	basophil
avian	-1	Absolute	--	false	true	null	true	false	false	false		false	-1	4.5E-5	44564	vian
balmiest	-1	Superlative	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	balmy
adrenal	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	2.5E-5	58619	drene
antennary	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	nnary
Atlantean	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	tlantean
amphiprotic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	mphiprote
associative	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	3.5E-4	14608	sociat
anisometropic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	isometrope
antifeudal	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	feud
batholithic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	batholith
antimedicine	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	medicine
atingle	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	tingle
Adamitical	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	damitice
baronial	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	9.9E-5	30266	baroni
antennate	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	nnate
artiodactylous	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	rtiodactyl
antioxidizing	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	oxidize
appointed	-1	Absolute	--	false	false	null	null	false	false	false		null	-1	0.006912	1566	ppoint
air-twisted	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	-twist
bedless	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	bedl
acephalous	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	cephal
appendicular	-1	Absolute	--	false	true	null	true	false	false	false		false	-1	-1.0	-1	ppendicular
anti-Sweden	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	-swede
antilogarithmic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	logarithm
argasid	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	rgasid
battlemented	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	1.4E-5	75616	battle
abolition	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	0.001218	6433	boli
scientific	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	0.006231	1733	scientife
Afrasian	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	frasian
aeolotropic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	eolotrope
antiliturgical	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	liturgice
antirevolution	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	volu
ambulant	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	1.8E-5	67917	mbula
administrable	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	dministr
asteroid	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	4.5E-5	44542	teroid
antimissile	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	sile
walking	-1	Absolute	--	false	false	null	null	false	false	false		null	-1	0.006947	1559	walk
acropolitan	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	politan
antiplastic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	plast
anti-Platonist	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	-platonist
achlamydeous	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	chlamyde
absorbefacient	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	bsorbefacient
grave	-1	Absolute	--	true	false	null	true	true	false	false		false	-1	0.00229	4032	grave
assistant	-1	Absolute	--	false	false	null	null	false	false	false		null	-1	0.003913	2652	sista
ministerial	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	0.001074	6962	steri
Aetolian	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	etolian
anticarious	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	car
abecedary	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	becedary
arhythmical	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	rhythmice
compulsory	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	0.001789	4860	mpulsory
abortive	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	2.65E-4	17346	bort
stolen	-1	Absolute	--	false	false	null	null	false	false	false		null	-1	0.003004	3297	stole
Balinese	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	balinese
anionic	-1	Absolute	--	false	true	null	true	false	false	false		false	-1	2.4E-5	59570	ion
beaky	-1	Absolute	--	true	false	null	true	true	false	false		false	-1	2.4E-5	58917	beaky
variable	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	0.002982	3323	vari
antarthritic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	tarthrite
annotinous	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	notin
aperitive	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	perit
revised	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	0.001638	5183	vis
communist	-1	Absolute	--	false	false	null	true	false	false	false		true	-1	0.004475	2369	mmunist
temporary	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	0.004033	2594	temporary
armlike	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	arm
anemometric	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	emometry
desperate	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	0.002744	3529	sperate
allowed	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	0.015094	688	llow
leading	-1	Absolute	--	false	false	null	null	false	false	false		null	-1	0.011947	886	lead
awful	-1	Absolute	--	true	false	null	true	true	false	false		true	1	0.003203	3145	aw
battiest	-1	Superlative	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	batty
anti-induction	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	-induct
a la king	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	k
antigraft	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	graft
handy	-1	Absolute	--	true	false	null	true	true	false	false		false	-1	9.67E-4	7519	handy
agnatical	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	gnatice
A1	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	a1
Babelic	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	babele
antiaggression	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	ggress
absent	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	0.001649	5159	bsent
neat	-1	Absolute	--	true	true	null	true	true	false	false		false	3	0.001819	4807	neat
visual	-1	Absolute	--	false	true	null	true	true	false	false		false	2	0.003595	2859	visu
near	-1	Absolute	--	true	true	null	true	true	false	false		false	2	0.018403	551	near
anthropoid	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	2.3E-5	60303	thropoid
moving	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	0.010328	1043	mov
antiutilitarian	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	utilitarian
agreeable	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	4.28E-4	12849	gree
apogamous	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	pogam
proportional	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	9.66E-4	7526	portion
autoicous	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	uto
benmost	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	benmost
basest	-1	Superlative	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	bas
abstractive	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	bstract
antiperiodic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	iod
agrypnotic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	grypnote
antilabor	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	lab
appropriate	-1	Absolute	--	true	false	null	true	true	false	false		true	3	0.012105	870	ppropriate
albescent	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	lbescent
antipoverty	-1	Absolute	--	false	true	null	true	false	false	false		false	-1	-1.0	-1	poverty
anabantid	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	bantid
aneurismal	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	eur
bacteroid	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	bacteroid
bannerless	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	bannerl
antheridial	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	theridi
accessional	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	ccession
optimistic	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	0.001299	6132	optimist
hungry	-1	Absolute	--	true	false	null	true	true	false	false		false	-1	0.00196	4539	hungry
agog	-1	Absolute	--	false	false	null	false	true	false	false		false	-1	3.2E-5	53031	gog
abaised	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	bais
basket-hilted	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	basket-hilt
allopathic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	path
antlerless	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	tlerl
agreed	-1	Absolute	--	false	false	null	null	false	false	false		null	-1	0.015459	668	gree
aspectant	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	pecta
alimentary	-1	Absolute	--	false	true	null	true	false	false	false		false	-1	4.7E-5	43855	limentary
ampholytic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	mpholyte
atrophied	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	3.3E-5	51997	trophy
Basque	-1	Absolute	--	false	true	null	true	true	false	true		false	-1	-1.0	-1	basque
antidepressant	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	2.3E-5	61017	ssa
logical	-1	Absolute	--	true	true	null	true	true	false	false		true	-1	0.002436	3856	logice
weird	-1	Absolute	--	true	false	null	true	true	false	false		false	-1	0.001142	6712	weird
assiduous	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	8.5E-5	32645	sidu
ridiculous	-1	Absolute	--	true	false	null	true	true	false	false		true	1	0.001973	4514	ridicul
bairnly	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	bairn
severe	-1	Absolute	--	true	false	null	true	true	false	false		false	-1	0.004847	2197	severe
antiannexationist	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	nexationist
ancillary	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	3.63E-4	14266	cillary
sweet	-1	Absolute	--	true	false	null	true	true	false	false		false	3	0.003842	2701	sweet
anniversary	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	0.002164	4211	niversary
augural	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	ugure
anti-Jesuitic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	jesuit
eager	-1	Comparative	--	true	false	null	true	true	false	false		true	2	0.001507	5528	eag
Arimathean	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	rimathean
historical	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	0.005847	1836	historice
official	-1	Absolute	--	true	false	null	true	true	false	false		true	2	0.01033	1042	offici
afflictionless	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	fflictionl
athonite	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	thonite
antislip	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	slip
astigmic	-1	Absolute	--	true	true	null	true	false	false	false		true	-1	-1.0	-1	tigm
anosmic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	osm
anthocarpous	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	thocarp
absolvable	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	bsolv
assessorial	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	sessori
analemmatic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	lemmate
female	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	0.008535	1273	female
faint	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	0.001773	4895	faint
Bacchic	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	bacch
bourgeois	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	0.001054	7062	bourgeoi
antithetical	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	6.1E-5	38822	thetice
attributable	-1	Absolute	--	false	false	null	false	true	false	false		true	-1	6.17E-4	10202	ttribut
cruel	-1	Absolute	--	true	false	null	true	true	false	false		false	0	0.00146	5654	cruel
photographic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	9.52E-4	7595	photograph
animistic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	ist
anthropogenetic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	thropogenete
annotative	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	notat
avocatory	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	vocatory
aerostatic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	erostate
archiepiscopal	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	2.2E-5	62326	rchiepiscope
beneficiary	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	5.23E-4	11358	beneficiary
altern	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	ltern
loose	-1	Absolute	--	true	true	null	true	true	false	false		false	2	0.003255	3110	loose
acculturative	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	cculturat
ampherotokous	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	mpherotok
alkalimetrical	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	lkalimetrice
bored	-1	Absolute	--	false	false	null	null	false	false	false		null	-1	0.001648	5161	b
useful	-1	Absolute	--	true	false	null	true	true	false	false		true	3	0.010597	1012	use
amoral	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	6.2E-5	38245	more
antiphysical	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	physice
becalmed	-1	Absolute	--	false	false	null	false	true	false	false		false	-1	3.7E-5	49142	becalm
private	-1	Absolute	--	true	true	null	true	true	false	false		true	-1	0.018327	553	private
technical	-1	Absolute	--	true	true	null	true	true	false	false		true	-1	0.007166	1502	technice
antipatriarchal	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	patriarch
ametabolic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	metabole
anachronous	-1	Absolute	--	true	true	null	true	true	false	false		false	-1	-1.0	-1	chron
Babelized	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	babelize
sleeping	-1	Absolute	--	false	false	null	null	false	false	false		null	-1	0.002723	3543	sleep
astable	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	ast
responsible	-1	Absolute	--	true	false	null	true	true	false	false		false	-1	0.009921	1083	sponsible
amphiarthrodial	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	mphiarthrodi
antineuritic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	neurite
allogamous	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	gam
antonymous	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	tonym
arilloid	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	rilloid
anteprohibition	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	hibi
Arctogaeal	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	rctogae
arythmical	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	rythmice
Arctogaean	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	rctogaean
apivorous	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	pivor
antiaggressive	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	ggress
rich	-1	Absolute	--	true	false	null	true	true	false	false		false	3	0.007269	1481	rich
appellative	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	ppellat
antiempiric	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	empire
4-H	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	4-h
baseborn	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	baseborn
special	-1	Absolute	--	false	true	null	true	true	false	false		true	3	0.023272	418	speci
assessable	-1	Absolute	--	false	true	null	true	true	false	false		true	-1	5.4E-5	41270	sess
anguine	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	guine
progressive	-1	Absolute	--	true	true	null	true	true	false	false		true	-1	0.001871	4710	gress
apraxic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	praxe
apropos	-1	Absolute	--	false	false	null	false	true	false	false		true	-1	2.9E-5	54296	propo
deliberate	-1	Absolute	--	true	false	null	true	true	false	false		true	2	0.001504	5534	liberate
ahistorical	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	2.4E-5	59642	historice
amianthoidal	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	mianthoid
anchoritic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	chorite
anthropocentric	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	thropocentry
