Word,AdjectiveOrderID,ComparisonType,Quantifier,IsQualitative,IsClassifying,CommonlyPrecededWithAnd,WorksInAttributivePosition,WorksInPredicativePosition,HasDiminutiveSuffix,IsProper,Compliments,MustUseMoreMost,AdjectiveIntensifierID
premonarchical,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
lethargic,-1,Absolute,--,true,false,null,true,true,false,false,,true,-1
unsaving,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
obtundent,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
synecdochical,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
well-preserved,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
preascetic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
intertropical,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
unsignifiable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
half-digested,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
gigglier,-1,Comparative,--,null,null,null,null,null,false,false,,null,-1
polytheistical,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
dermatropic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unhacked,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unsaturated,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
well-organized,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
solute,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unfleeting,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
stargaze,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unaccumulative,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
communistic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
areolar,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
brumal,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unstreaming,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
minacious,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unblenched,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
uncompetitive,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
unrenounced,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
attackable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
flaxen,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
world-beater,-1,Comparative,--,null,null,null,null,null,false,false,,null,-1
counterweighted,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
untasselled,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
anticonventional,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
multiradial,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unexamined,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
quasi-adopted,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unreverenced,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
noninhibitive,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
Norman-French,-1,Absolute,--,null,null,null,null,null,false,true,,null,-1
self-sufficient,-1,Absolute,--,true,false,null,true,true,false,false,,true,-1
dateable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
gummatous,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
hyperemic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
prodistribution,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
uninvoked,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
encephalographic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
unboastful,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
ridgier,-1,Comparative,--,null,null,null,null,null,false,false,,null,-1
unexaggerating,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
Isiac,-1,Absolute,--,null,null,null,null,null,false,true,,null,-1
unsmouldering,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
cercarial,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
cercarian,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
school-age,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
spirographic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
portiered,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
pyrrolic,-1,Absolute,--,false,true,null,true,false,false,false,,false,-1
martensitic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
homalographic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
interprismatic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
sclerodermatous,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
peristomatic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unlistening,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
noncontextual,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
soggy,-1,Absolute,--,true,false,null,true,true,false,false,,false,-1
biological,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
antiaristocratic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unsubtracted,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
intermaxillary,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
quietist,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
salticid,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nictitant,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
uninfixed,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
half-rebellious,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
sceptral,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
condensable,-1,Absolute,--,true,false,null,true,true,false,false,,true,-1
semilunated,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
chemokinetic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
untransacted,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
paronomastic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
clumpish,-1,Absolute,--,null,null,null,null,null,true,false,,null,-1
quietism,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nonopposable,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
secessionist,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unexcrescent,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
subpetiolate,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
kinematic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
mediatorial,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
ungrizzled,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
card-cut,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
seventy-eight,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
half-proletarian,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nontactical,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unethereal,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
spectral,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
unfrugal,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
smooth-tongued,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
uninlaid,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
untinselled,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
Arries,-1,Absolute,--,null,null,null,null,null,false,true,,null,-1
superhistoric,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
Westphalian,-1,Absolute,--,false,true,null,true,true,false,true,,false,-1
unattacked,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
quintillionth,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
Maoism,-1,Absolute,--,null,null,null,null,null,false,true,,null,-1
barry-pily,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
aggregative,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
parablastic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
good-humored,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
explanate,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
flustrated,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
ill-favoured,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
sulcate,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
well-examined,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nemoricole,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
long-faced,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
snowiest,-1,Superlative,--,null,null,null,null,null,false,false,,null,-1
Dantean,-1,Absolute,--,null,null,null,null,null,false,true,,null,-1
electroencephalographical,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
bustled,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
pro-Negro,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
itchiest,-1,Superlative,--,null,null,null,null,null,false,false,,null,-1
unlibidinous,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
cervical,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
Slavic,-1,Absolute,--,false,true,null,true,true,false,true,,false,-1
unwindy,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nontravelling,-1,Absolute,--,null,null,null,null,null,true,false,,null,-1
unofficed,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
heterogynous,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unbroadcast,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
gude,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unadventuring,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
immune,7,Absolute,--,true,false,null,true,true,false,false,,false,-1
unindexed,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
well-ripened,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
impressive,-1,Absolute,--,true,false,null,true,true,false,false,,true,-1
adenomatous,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
Pecksniffian,-1,Absolute,--,null,null,null,null,null,false,true,,null,-1
unpropitiatory,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
gynecoid,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
lineamental,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unacting,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
superrenal,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unexaggerative,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
generalizable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
well-lofted,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
lyocratic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nonpolarizable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nonmalicious,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
prezygomatic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
sedulous,-1,Absolute,--,true,false,null,true,true,false,false,,false,-1
unperuked,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
dinky,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
wersh,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
kraurotic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
water-gas,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nontrivial,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
unoppugned,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
fabricative,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
ungoitered,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
squirearchal,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nonartistic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
hedgeless,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
Judahite,-1,Absolute,--,null,null,null,null,null,false,true,,null,-1
avellan,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
uncobbled,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
hyper-Dorian,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
jonnock,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
sine prole,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unstoried,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unembraceable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
Pontine,-1,Absolute,--,null,null,null,null,null,false,true,,null,-1
prehensible,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unquizzed,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unmodest,-1,Superlative,--,null,null,null,null,null,false,false,,null,-1
extranuclear,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
preshrunk,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
knarred,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
overearnest,-1,Superlative,--,null,null,null,null,null,false,false,,null,-1
permeable,-1,Absolute,--,true,false,null,true,true,false,false,,true,-1
pruinose,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
tessellated,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
alacritous,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unconferred,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
undenied,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unweary,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
grammarless,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nondecorated,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unspeckled,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
anti-Platonic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
veriest,-1,Superlative,--,null,null,null,null,null,false,false,,null,-1
echinate,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
squaretoed,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nonparalytic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
overdue,-1,Absolute,--,true,false,null,true,true,false,false,,true,-1
unaccomplished,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
fsiest,-1,Superlative,--,null,null,null,null,null,false,false,,null,-1
subrectal,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
nonmathematical,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
irresoluble,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
pseudoparallel,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
acarpelous,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
Hindoo,-1,Absolute,--,null,null,null,null,null,false,true,,null,-1
unresonating,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
bleary,-1,Absolute,--,true,false,null,true,true,false,false,,false,-1
unchaffing,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unvalidated,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
beef-witted,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
horseplayful,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
well-insulated,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
bornitic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nonprovidential,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
affiliable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unreelable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
dingy,-1,Absolute,--,true,false,null,true,true,false,false,,false,-1
noncontagious,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
unvital,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
bumptious,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unexplosive,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unpausing,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
vagabondish,-1,Absolute,--,null,null,null,null,null,true,false,,null,-1
climactic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
dinge,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nonelementary,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unfervent,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unpatrician,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
poco,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
uncitable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
uncredulous,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
overdry,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
Okinawan,-1,Absolute,--,null,null,null,null,null,false,true,,null,-1
unsensualised,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
balkiest,-1,Superlative,--,null,null,null,null,null,false,false,,null,-1
unmagical,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
ultramontane,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
acclimatizable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
high-keyed,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nonuniversal,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
pileous,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
misogynistic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
thalamencephalic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
unreturning,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
well-reputed,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
heatful,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
monatomic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
reportorial,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
frosted,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
imaginary,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
unfrictioned,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nondefunct,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
binucleate,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
preparative,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
guns,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
terefah,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unthreaded,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
torpedolike,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
fluoroscopic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
drearisome,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
Thesean,-1,Absolute,--,null,null,null,null,null,false,true,,null,-1
unscissored,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
underided,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
well-photographed,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
eeliest,-1,Superlative,--,null,null,null,null,null,false,false,,null,-1
osteological,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
preceptive,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
taffarel,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
hyperorganic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
blameable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
superaqual,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
shellshocked,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
angriest,-1,Superlative,--,null,null,null,null,null,false,false,,null,-1
cerebrospinal,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
climacteric,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
microparasitic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
uncontinent,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
well-ascertained,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
orectic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
intervertebral,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
hyperconstitutional,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
pedophilic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
bursarial,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
inmost,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
defectless,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
multiarticular,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
superfinite,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
ungilled,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unvalued,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
bowelless,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
glossopharyngeal,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
unsympathetic,-1,Absolute,--,true,false,null,true,true,false,false,,true,-1
fruited,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
mysterious,-1,Absolute,--,true,false,null,true,true,false,false,,true,-1
exemplifiable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
circumbasal,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unsapient,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unbundled,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unsnubbed,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unbanned,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
cadaveric,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
overhumane,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
elmiest,-1,Superlative,--,null,null,null,null,null,false,false,,null,-1
forklike,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
liquid,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
concyclic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
Czecho-Slovakian,-1,Absolute,--,null,null,null,null,null,false,true,,null,-1
Janissarian,-1,Absolute,--,null,null,null,null,null,false,true,,null,-1
unpraised,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unlagging,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nongrounded,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
horotelic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
hyperbolic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
well-supplied,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
roman,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
inflective,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
duskier,-1,Comparative,--,null,null,null,null,null,false,false,,null,-1
glossitic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
oracular,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
pro-opera,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
osteoplastic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
skew-symmetric,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
transformational,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
poky,-1,Absolute,--,true,false,null,true,true,false,false,,false,-1
semifictional,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
Spanish,-1,Absolute,--,false,true,null,true,true,true,true,,false,-1
gemmological,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
cirriform,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
preearthquake,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
Averrhoistic,-1,Absolute,--,null,null,null,null,null,false,true,,null,-1
juvenescent,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
crenulate,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
ablatival,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
Salishan,-1,Absolute,--,null,null,null,null,null,false,true,,null,-1
cerated,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unfumbled,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
acetylenic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
acculturational,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
untraveling,-1,Absolute,--,null,null,null,null,null,true,false,,null,-1
filmlike,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
preverbal,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
Lettic,-1,Absolute,--,null,null,null,null,null,false,true,,null,-1
unexpended,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
inconsecutively,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
Polynesian,-1,Absolute,--,false,true,null,true,true,false,true,,false,-1
grindable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
differential,-1,Absolute,--,true,true,null,true,false,false,false,,false,-1
feculent,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
undeclamatory,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
heliometric,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
discriminate,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
eerier,-1,Comparative,--,null,null,null,null,null,false,false,,null,-1
unmodern,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
solidary,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
ill-bred,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unrated,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unsnobbish,-1,Absolute,--,null,null,null,null,null,true,false,,null,-1
honeysuckled,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
postpositive,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
semidestructive,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
worthless,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
well-mannered,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
bendy,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
maladaptive,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
ingoing,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
iodous,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nondissident,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
right-minded,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
coordinative,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
nonrecipient,-1,Absolute,--,true,false,null,true,true,false,false,,false,-1
unconvincing,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
invected,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
paucal,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
quasi-evil,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
gat-toothed,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unstifled,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
silverish,-1,Absolute,--,null,null,null,null,null,true,false,,null,-1
subuncinated,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
hotelless,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
well-baled,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
noneccentric,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
semibiological,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
well-fermented,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
poor,-1,Absolute,--,true,false,null,true,true,false,false,,false,-1
uneloped,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unsatisfactory,-1,Absolute,--,true,false,null,true,true,false,false,,true,-1
unvolunteering,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unhewable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
enduring,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
antipetalous,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unattached,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
excrementous,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
